participant,event_id,encoding.thisN,theme,object_label,person_label,place_label,resp_encSpace.rt,retrieval.thisN,resp_ret_vividness.keys,resp_ret_vividness.rt,q1_type,q2_type,q3_type,resp_gistmem1.corr,resp_gistmem1.rt,resp_gistmem1.keys,resp_gistmem2.corr,resp_gistmem2.rt,resp_gistmem2.keys,resp_gistmem3.corr,resp_gistmem3.rt,resp_gistmem3.keys,resp_detailmem1.corr,resp_detailmem1.rt,resp_detailmem1.keys,resp_detailmem2.corr,resp_detailmem2.rt,resp_detailmem2.keys,resp_detailmem3.corr,resp_detailmem3.rt,resp_detailmem3.keys,familiarity.thisN,resp_facefam.keys,resp_facefam.rt,resp_ret_confidence.keys,resp_ret_confidence.rt,ep1,ep2,ep3,ep4,ep5,ep6,ep7,ep8,sem1,sem2,sem3,sem4,sem5,sem6,spa1,spa2,spa3,spa4,spa5,spa6,fut1,fut2,fut3,fut4,fut5,fut6,per_1,per_2,per_3,per_4,sun_1,sun_2,sun_3,sun_4,shop_1,shop_2,shop_3,shop_4,scene_1,scene_2,scene_3,scene_4,age
193,22,16,Travel,Computer,George,Field,,12,2.861111323,4.2241,object,person,place,0,3.9847,2,0,0.9672,3,0,2.0274,3,1,1.1436,1,1,0.6255,2,1,0.9026,2,19,2,0.441,3.90277799,1.423,4,4,3,3,2,2,2,1,3,3,3,2,5,3,2,3,5,5,3,4,3,2,3,3,3,3,3,2,1,3,2,1,1,3,3,3,1,3,1,1,1,1,0
193,3,17,Music,Bike,Hugh,Lighthouse,,2,4.104166667,1.2217,person,place,object,0,5.995,3,1,34.8999,1,1,5.186,1,1,2.4445,2,1,1.2345,2,0,5.0682,1,10,2,0.8007,4.104166667,3.5103,4,4,3,3,2,2,2,1,3,3,3,2,5,3,2,3,5,5,3,4,3,2,3,3,3,3,3,2,1,3,2,1,1,3,3,3,1,3,1,1,1,1,0
193,1,18,Date,Jug,Helena,Studio,,18,2.5625,2.8979,person,place,object,1,1.3681,3,1,0.7387,3,1,0.6547,2,1,0.5512,1,0,0.5341,1,1,7.6174,2,15,2,0.6934,3.510416667,0.6648,4,4,3,3,2,2,2,1,3,3,3,2,5,3,2,3,5,5,3,4,3,2,3,3,3,3,3,2,1,3,2,1,1,3,3,3,1,3,1,1,1,1,0
193,6,19,Sightseeing,Ladder,Keanu,Beach,,4,2.4375,0.9061,object,place,person,1,21.6727,2,0,4.152,2,0,3.1734,1,1,2.4738,2,1,1.7685,2,1,1.1668,2,18,2,0.5863,2.4375,2.1217,4,4,3,3,2,2,2,1,3,3,3,2,5,3,2,3,5,5,3,4,3,2,3,3,3,3,3,2,1,3,2,1,1,3,3,3,1,3,1,1,1,1,0
193,18,20,DIY,Chair,Beyonce,Winecellar,11.0034,3,2.722222328,4.7936,person,object,place,0,28.5677,1,1,6.4719,3,1,9.0664,4,1,4.7841,2,0,2.187,2,1,3.5217,1,17,1,0.7284,3.100694656,1.8076,4,4,3,3,2,2,2,1,3,3,3,2,5,3,2,3,5,5,3,4,3,2,3,3,3,3,3,2,1,3,2,1,1,3,3,3,1,3,1,1,1,1,0
193,5,21,Party,Satchel,Judi,Bowling,,21,3.065972328,0.8566,place,person,object,1,3.7696,3,0,3.4721,1,1,3.7532,1,0,1.6777,1,0,1.1173,2,0,0.9061,1,6,2,1.7014,3.065972328,1.1796,4,4,3,3,2,2,2,1,3,3,3,2,5,3,2,3,5,5,3,4,3,2,3,3,3,3,3,2,1,3,2,1,1,3,3,3,1,3,1,1,1,1,0
193,8,22,Competition,Goggles,Princess,Savannah,,5,1.506944497,0.8719,place,object,person,0,4.8384,2,0,1.5178,2,0,1.1013,3,0,1.3733,2,1,1.5684,2,0,1.8003,2,1,1,3.0341,1.506944497,2.547,4,4,3,3,2,2,2,1,3,3,3,2,5,3,2,3,5,5,3,4,3,2,3,3,3,3,3,2,1,3,2,1,1,3,3,3,1,3,1,1,1,1,0
193,7,23,Art,Headphones,Nicole,Avenue,,17,3.510416667,0.8055,person,object,place,0,1.0218,3,0,1.3187,3,0,0.6387,2,0,1.3333,2,0,0.701,1,1,0.7366,1,23,2,0.5675,3.510416667,0.7879,4,4,3,3,2,2,2,1,3,3,3,2,5,3,2,3,5,5,3,4,3,2,3,3,3,3,3,2,1,3,2,1,1,3,3,3,1,3,1,1,1,1,0
193,20,24,Friends,Backpack,Daniel,Bridge,,19,3.756944656,0.8055,object,place,person,1,0.6757,3,0,1.1851,2,1,0.5549,2,0,0.7241,1,0,1.2268,2,1,1.091,1,8,2,1.634,3.756944656,1.6296,4,4,3,3,2,2,2,1,3,3,3,2,5,3,2,3,5,5,3,4,3,2,3,3,3,3,3,2,1,3,2,1,1,3,3,3,1,3,1,1,1,1,0
194,5,1,Party,Satchel,Judi,Bowling,16.2891,4,3.076822917,1.7218,place,person,object,1,4.0129,3,1,6.9361,3,1,4.0925,1,0,2.7736,1,1,0.866,1,0,2.001,1,3,1,0.2348,4.098958333,1.9892,2,1,3,3,4,3,4,2,2,4,4,4,4,4,3,2,3,4,2,4,3,4,4,4,4,2,4,4,3,3,3,4,2,3,3,4,3,4,3,4,2,3,0
194,10,2,Work,Easel,Sean,Aquarium,16.6125,7,3.845052083,0.6688,object,place,person,1,5.4677,2,1,3.068,4,1,2.463,4,1,1.2972,1,1,1.3699,2,1,1.1938,1,24,1,0.7077,5.1796875,1.3457,2,1,3,3,4,3,4,2,2,4,4,4,4,4,3,2,3,4,2,4,3,4,4,4,4,2,4,4,3,3,3,4,2,3,3,4,3,4,3,4,2,3,0
194,22,3,Travel,Computer,George,Field,,23,3.858072917,0.4694,object,person,place,1,6.4781,4,1,1.9513,1,1,1.1414,1,0,1.4278,2,1,0.7785,2,1,0.8434,2,21,1,2.8566,4.528645833,1.9111,2,1,3,3,4,3,4,2,2,4,4,4,4,4,3,2,3,4,2,4,3,4,4,4,4,2,4,4,3,3,3,4,2,3,3,4,3,4,3,4,2,3,0
194,6,4,Sightseeing,Ladder,Keanu,Beach,17.5325,9,3.858072917,1.7188,object,place,person,1,2.6392,2,1,0.8424,1,1,2.8387,3,0,1.411,1,0,0.9626,1,0,0.8854,1,10,1,0.3452,5.036458333,2.69,2,1,3,3,4,3,4,2,2,4,4,4,4,4,3,2,3,4,2,4,3,4,4,4,4,2,4,4,3,3,3,4,2,3,3,4,3,4,3,4,2,3,0
194,9,5,Shopping,Duster,Robin,Kitchen,18.4645,17,3.6953125,0.8041,place,object,person,1,4.9003,4,1,1.4054,2,1,2.0573,1,0,1.3673,1,1,0.9973,1,0,1.2504,2,11,1,0.2598,4.509114583,1.7531,2,1,3,3,4,3,4,2,2,4,4,4,4,4,3,2,3,4,2,4,3,4,4,4,4,2,4,4,3,3,3,4,2,3,3,4,3,4,3,4,2,3,0
194,7,6,Art,Headphones,Nicole,Avenue,16.4228,19,1.807291667,1.4642,person,object,place,1,7.6118,2,0,4.4215,1,1,4.8438,3,0,2.3194,2,0,0.4302,1,1,0.7908,1,22,1,0.5802,1.37109375,3.3152,2,1,3,3,4,3,4,2,2,4,4,4,4,4,3,2,3,4,2,4,3,4,4,4,4,2,4,4,3,3,3,4,2,3,3,4,3,4,3,4,2,3,0
194,20,7,Friends,Backpack,Daniel,Bridge,12.3247,21,4.020833333,1.1975,object,place,person,1,3.9334,3,1,1.7748,4,1,2.0695,2,1,1.7007,2,1,1.7032,1,1,0.5878,1,6,1,0.3581,5.21875,1.6095,2,1,3,3,4,3,4,2,2,4,4,4,4,4,3,2,3,4,2,4,3,4,4,4,4,2,4,4,3,3,3,4,2,3,3,4,3,4,3,4,2,3,0
194,21,8,Home,Gardengloves,Britney,Cabin,8.0832,15,3.454427083,0.7642,place,object,person,1,3.9868,2,1,1.4588,1,1,2.8672,3,1,1.203,1,0,1.1704,1,1,2.0303,2,2,1,0.2543,4.098958333,1.769,2,1,3,3,4,3,4,2,2,4,4,4,4,4,3,2,3,4,2,4,3,4,4,4,4,2,4,4,3,3,3,4,2,3,3,4,3,4,3,4,2,3,0
194,18,9,DIY,Chair,Beyonce,Winecellar,,20,1.891927083,2.4256,person,object,place,1,9.4522,2,1,1.7852,3,1,3.0599,4,1,4.6185,2,0,105.9143,2,1,0.5929,1,19,1,0.2846,4.41796875,1.8723,2,1,3,3,4,3,4,2,2,4,4,4,4,4,3,2,3,4,2,4,3,4,4,4,4,2,4,4,3,3,3,4,2,3,3,4,3,4,3,4,2,3,0
194,11,10,Games,Binoculars,Harrison,Lake,8.7531,5,3.916666667,1.0533,object,place,person,1,6.5061,3,1,1.4379,2,1,2.6187,2,0,1.9687,2,1,1.2397,1,1,1.5503,2,8,1,0.4198,4.41796875,2.7204,2,1,3,3,4,3,4,2,2,4,4,4,4,4,3,2,3,4,2,4,3,4,4,4,4,2,4,4,3,3,3,4,2,3,3,4,3,4,3,4,2,3,0
194,19,11,Holiday,Wine,Julia,Pool,13.4176,14,1.709635417,0.6613,person,object,place,0,7.6283,4,0,5.157,2,0,7.2698,1,1,2.4575,2,1,0.7853,1,0,0.6717,1,23,1,0.384,1.462239583,2.1251,2,1,3,3,4,3,4,2,2,4,4,4,4,4,3,2,3,4,2,4,3,4,4,4,4,2,4,4,3,3,3,4,2,3,3,4,3,4,3,4,2,3,0
194,15,12,Celebration,Football,Meryl,Harbor,10.9673,13,2.380208333,0.7575,object,person,place,1,5.8812,1,0,7.2847,1,1,5.7533,4,1,1.2465,2,1,2.3206,1,1,0.5531,1,14,1,0.1455,2.341145833,1.9386,2,1,3,3,4,3,4,2,2,4,4,4,4,4,3,2,3,4,2,4,3,4,4,4,4,2,4,4,3,3,3,4,2,3,3,4,3,4,3,4,2,3,0
194,14,13,Relaxing,Stroller,Dolly,Ski,14.4563,24,5.7265625,0.5264,place,person,object,1,3.6184,1,1,0.6799,1,1,1.1179,2,0,1.5509,1,1,1.6137,2,1,1.2016,1,17,1,0.2071,5.973958333,1.6963,2,1,3,3,4,3,4,2,2,4,4,4,4,4,3,2,3,4,2,4,3,4,4,4,4,2,4,4,3,3,3,4,2,3,3,4,3,4,3,4,2,3,0
194,1,14,Date,Jug,Helena,Studio,8.6958,2,4.4765625,2.1239,person,place,object,1,6.6506,3,1,2.4407,3,1,0.9575,2,1,1.4501,1,1,2.1354,2,1,0.8835,2,18,1,0.4415,5.973958333,1.8256,2,1,3,3,4,3,4,2,2,4,4,4,4,4,3,2,3,4,2,4,3,4,4,4,4,2,4,4,3,3,3,4,2,3,3,4,3,4,3,4,2,3,0
194,13,15,Errands,Stopwatch,Tom,Icerink,15.1871,10,3.94921875,1.3941,place,object,person,1,3.1685,3,1,1.3839,4,1,5.9966,1,1,1.7336,1,1,1.1943,1,1,3.453,2,4,1,0.301,4.821614583,1.6858,2,1,3,3,4,3,4,2,2,4,4,4,4,4,3,2,3,4,2,4,3,4,4,4,4,2,4,4,3,3,3,4,2,3,3,4,3,4,3,4,2,3,0
194,24,16,Family,Extinguisher,Anne,Basketball,14.5333,12,3.7734375,1.1861,person,place,object,1,3.11,4,1,4.4924,2,1,3.2773,3,0,2.1713,2,1,1.4074,1,0,1.2796,1,12,1,0.2506,4.541666667,1.7482,2,1,3,3,4,3,4,2,2,4,4,4,4,4,3,2,3,4,2,4,3,4,4,4,4,2,4,4,3,3,3,4,2,3,3,4,3,4,3,4,2,3,0
194,12,17,Studying,Trampoline,Elvis,Classroom,10.2161,22,4.65234375,0.623,place,person,object,1,3.7007,4,1,2.0462,4,1,1.3272,4,0,1.7745,1,1,1.4776,2,1,0.5352,1,13,1,0.1772,5.694010417,1.6187,2,1,3,3,4,3,4,2,2,4,4,4,4,4,3,2,3,4,2,4,3,4,4,4,4,2,4,4,3,3,3,4,2,3,3,4,3,4,3,4,2,3,0
194,2,18,Volunteer,Flowers,Jennifer,Waterfall,8.829,16,3.994791667,3.3194,person,place,object,1,3.1063,1,1,3.1173,3,1,1.4019,4,1,1.8171,2,1,0.8258,1,1,1.0632,1,1,1,2.4217,5.375,4.1442,2,1,3,3,4,3,4,2,2,4,4,4,4,4,3,2,3,4,2,4,3,4,4,4,4,2,4,4,3,3,3,4,2,3,3,4,3,4,3,4,2,3,0
194,17,19,Summer,Puppy,Sandra,Circus,16.986,6,2.236979167,2.0686,object,person,place,0,7.5052,2,0,1.5475,3,0,2.2359,2,1,2.3506,2,1,0.9295,1,0,1.8213,1,20,1,0.2909,4.795572917,2.476,2,1,3,3,4,3,4,2,2,4,4,4,4,4,3,2,3,4,2,4,3,4,4,4,4,2,4,4,3,3,3,4,2,3,3,4,3,4,3,4,2,3,0
194,8,20,Competition,Goggles,Princess,Savannah,17.7832,8,3.94921875,0.8393,place,object,person,1,5.0427,1,1,0.7885,1,1,1.7965,4,1,1.2007,1,1,1.5035,2,1,2.4688,1,9,1,0.2722,5.759114583,1.5058,2,1,3,3,4,3,4,2,2,4,4,4,4,4,3,2,3,4,2,4,3,4,4,4,4,2,4,4,3,3,3,4,2,3,3,4,3,4,3,4,2,3,0
194,3,21,Music,Bike,Hugh,Lighthouse,4.9004,18,3.493489583,0.5864,person,place,object,0,3.6414,2,1,2.6215,1,1,0.7644,1,1,1.5544,2,1,2.2091,2,0,0.476,1,16,1,0.6105,4.515625,1.3307,2,1,3,3,4,3,4,2,2,4,4,4,4,4,3,2,3,4,2,4,3,4,4,4,4,2,4,4,3,3,3,4,2,3,3,4,3,4,3,4,2,3,0
194,23,22,Eating,Hammock,Brad,Restaurant,17.899,3,4.385416667,0.6949,person,object,place,1,4.5175,1,1,2.5805,3,1,2.51,3,1,1.401,1,1,1.2608,2,1,1.3015,2,5,1,0.6915,5.212239583,1.9702,2,1,3,3,4,3,4,2,2,4,4,4,4,4,3,2,3,4,2,4,3,4,4,4,4,2,4,4,3,3,3,4,2,3,3,4,3,4,3,4,2,3,0
194,4,23,Exercise,Beachball,Will,Casino,10.55,11,2.868489583,1.9622,object,person,place,1,5.3873,1,0,3.2512,3,1,5.6256,2,0,1.2741,2,0,0.7971,1,1,0.5522,1,7,1,0.3049,5.049479167,1.5649,2,1,3,3,4,3,4,2,2,4,4,4,4,4,3,2,3,4,2,4,3,4,4,4,4,2,4,4,3,3,3,4,2,3,3,4,3,4,3,4,2,3,0
194,16,24,Winter,Record,David,DiningRoom,17.6543,1,5.654947917,1.8593,place,person,object,1,4.4778,2,1,2.4752,2,1,2.4641,3,1,3.5079,1,1,4.6601,1,1,1.1997,1,15,1,0.4422,5.264322917,4.0965,2,1,3,3,4,3,4,2,2,4,4,4,4,4,3,2,3,4,2,4,3,4,4,4,4,2,4,4,3,3,3,4,2,3,3,4,3,4,3,4,2,3,0
195,7,1,Art,Headphones,Nicole,Avenue,17.0215,12,5.648148431,5.0609,person,object,place,1,7.353,2,1,8.087,2,1,1.6491,3,1,6.0176,1,0,1.4368,1,1,3.9677,1,7,2,1.7581,4.365740882,2.19,4,2,4,4,3,4,3,2,5,3,3,2,1,3,3,4,2,3,2,5,4,4,4,5,4,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,0
195,12,2,Studying,Trampoline,Elvis,Classroom,,23,5.921296438,1.9186,place,person,object,1,6.5212,4,1,2.1512,4,1,1.5652,4,1,4.2373,2,1,4.2853,2,1,0.935,1,14,1,1.1053,5.981481764,2.003,4,2,4,4,3,4,3,2,5,3,3,2,1,3,3,4,2,3,2,5,4,4,4,5,4,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,0
195,5,3,Party,Satchel,Judi,Bowling,,6,4.013888889,2.3691,place,person,object,1,18.1469,3,1,15.9911,3,1,5.2515,1,0,15.2972,1,1,2.6946,1,1,1.0879,2,22,1,1.6821,4.592592875,3.0985,4,2,4,4,3,4,3,2,5,3,3,2,1,3,3,4,2,3,2,5,4,4,4,5,4,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,0
195,13,4,Errands,Stopwatch,Tom,Icerink,,7,4.731481764,2.8196,place,object,person,1,5.1539,3,1,2.8798,4,1,1.7446,1,1,3.9,1,1,1.5535,1,0,2.484,1,5,2,10.1734,5.981481764,2.9037,4,2,4,4,3,4,3,2,5,3,3,2,1,3,3,4,2,3,2,5,4,4,4,5,4,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,0
195,20,5,Friends,Backpack,Daniel,Bridge,,24,1.870370441,1.8903,object,place,person,1,43.4476,3,1,9.5026,4,1,4.8855,2,1,14.8521,2,0,0.9693,2,1,2.7018,1,6,1,0.781,1.962963104,2.0821,4,2,4,4,3,4,3,2,5,3,3,2,1,3,3,4,2,3,2,5,4,4,4,5,4,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,0
195,1,6,Date,Jug,Helena,Studio,,16,3.041666667,2.8554,person,place,object,0,7.4858,2,1,7.9042,3,1,2.9029,2,1,6.3577,1,0,6.2062,1,1,1.0692,2,11,1,0.6624,2.328703774,3.0101,4,2,4,4,3,4,3,2,5,3,3,2,1,3,3,4,2,3,2,5,4,4,4,5,4,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,0
195,24,7,Family,Extinguisher,Anne,Basketball,,3,4.171296438,3.6474,person,place,object,1,18.8211,4,1,1.3186,2,1,4.1712,3,0,5.8185,2,1,3.7197,1,1,3.279,2,23,1,0.9183,4.666666667,2.521,4,2,4,4,3,4,3,2,5,3,3,2,1,3,3,4,2,3,2,5,4,4,4,5,4,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,0
195,14,8,Relaxing,Stroller,Dolly,Ski,14.1441,5,3.726851993,1.4377,place,person,object,1,5.2062,1,1,7.3464,1,1,2.2565,2,1,5.9045,2,0,4.5109,1,1,1.3784,1,12,1,0.5342,3.986111111,2.8058,4,2,4,4,3,4,3,2,5,3,3,2,1,3,3,4,2,3,2,5,4,4,4,5,4,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,0
195,9,9,Shopping,Duster,Robin,Kitchen,,21,4.953703986,7.7101,place,object,person,1,5.723,4,1,1.2008,2,1,4.3353,1,1,2.9978,2,1,2.4933,1,1,6.3863,1,16,1,1.5969,5.115740882,3.1161,4,2,4,4,3,4,3,2,5,3,3,2,1,3,3,4,2,3,2,5,4,4,4,5,4,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,0
195,15,10,Celebration,Football,Meryl,Harbor,17.574,11,4.898148431,3.3225,object,person,place,1,4.875,1,1,2.6852,3,1,3.2841,4,1,3.5194,2,1,4.2856,1,1,1.785,1,3,1,2.3354,4.425926208,2.04,4,2,4,4,3,4,3,2,5,3,3,2,1,3,3,4,2,3,2,5,4,4,4,5,4,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,0
195,21,11,Home,Gardengloves,Britney,Cabin,,8,5.263888889,3.0383,place,object,person,1,3.2786,2,1,3.0518,1,1,2.8194,3,1,5.7171,1,0,4.0222,1,1,1.3303,2,21,1,0.9656,4.745370653,2.1038,4,2,4,4,3,4,3,2,5,3,3,2,1,3,3,4,2,3,2,5,4,4,4,5,4,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,0
195,3,12,Music,Bike,Hugh,Lighthouse,17.264,18,2.023148219,3.6983,person,place,object,1,8.1418,4,1,8.685,1,1,0.506,1,1,6.0171,2,0,1.4348,1,1,3.7107,2,10,1,3.3358,4.796296438,1.7844,4,2,4,4,3,4,3,2,5,3,3,2,1,3,3,4,2,3,2,5,4,4,4,5,4,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,0
195,4,13,Exercise,Beachball,Will,Casino,,10,3.388888889,1.6932,object,person,place,1,5.0821,1,0,8.3849,1,1,1.5812,2,0,3.7686,2,0,9.6239,1,1,2.6021,1,19,1,1.0026,3.388888889,2.6465,4,2,4,4,3,4,3,2,5,3,3,2,1,3,3,4,2,3,2,5,4,4,4,5,4,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,0
195,2,14,Volunteer,Flowers,Jennifer,Waterfall,,17,5.648148431,1.5378,person,place,object,1,3.3029,1,1,1.4349,3,1,1.3849,4,0,6.1112,1,0,7.8324,2,1,0.8338,1,13,1,0.4684,5.972222222,2.3545,4,2,4,4,3,4,3,2,5,3,3,2,1,3,3,4,2,3,2,5,4,4,4,5,4,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,0
195,11,15,Games,Binoculars,Harrison,Lake,,14,5.273148431,2.6946,object,place,person,1,5.1665,3,1,1.8263,2,1,3.3304,2,0,2.004,2,1,1.9485,1,1,2.169,2,24,2,3.8944,5.555555556,2.8804,4,2,4,4,3,4,3,2,5,3,3,2,1,3,3,4,2,3,2,5,4,4,4,5,4,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,0
195,22,16,Travel,Computer,George,Field,,15,3.810185326,4.7818,object,person,place,0,6.2178,2,1,4.8012,1,1,2.0516,1,1,7.5185,1,1,8.251,2,0,4.9903,1,9,2,3.8187,5.273148431,1.4481,4,2,4,4,3,4,3,2,5,3,3,2,1,3,3,4,2,3,2,5,4,4,4,5,4,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,0
195,18,17,DIY,Chair,Beyonce,Winecellar,18.8921,9,4.726851993,2.826,person,object,place,1,9.1561,2,1,1.6217,3,1,1.3539,4,1,1.5018,2,0,1.7042,2,1,5.8111,1,2,1,0.7019,5.101851993,2.484,4,2,4,4,3,4,3,2,5,3,3,2,1,3,3,4,2,3,2,5,4,4,4,5,4,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,0
195,19,18,Holiday,Wine,Julia,Pool,,4,3.51851866,2.9946,person,object,place,0,36.9316,2,1,2.5465,4,1,1.0195,2,1,4.5122,2,1,2.3635,1,1,5.5606,2,1,1,5.5789,3.481481764,5.5082,4,2,4,4,3,4,3,2,5,3,3,2,1,3,3,4,2,3,2,5,4,4,4,5,4,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,0
195,10,19,Work,Easel,Sean,Aquarium,,13,5.009259542,2.1042,object,place,person,1,3.8347,2,1,2.7153,4,1,2.8405,4,1,4.8364,1,1,4.188,2,1,2.2542,1,18,3,0.9447,5.509259542,1.9201,4,2,4,4,3,4,3,2,5,3,3,2,1,3,3,4,2,3,2,5,4,4,4,5,4,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,0
195,16,20,Winter,Record,David,DiningRoom,,2,3.564815097,6.265,place,person,object,1,8.9871,2,1,1.4177,2,1,2.0401,3,1,4.2003,1,0,3.8203,2,1,1.0578,1,20,1,0.569,5.842592875,3.632,4,2,4,4,3,4,3,2,5,3,3,2,1,3,3,4,2,3,2,5,4,4,4,5,4,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,0
195,17,21,Summer,Puppy,Sandra,Circus,10.8275,1,3.879629771,5.2193,object,person,place,1,13.7006,4,1,2.633,4,1,1.8761,1,1,2.6941,2,1,2.1546,1,1,3.9032,2,17,2,1.6017,5.884259542,3.0545,4,2,4,4,3,4,3,2,5,3,3,2,1,3,3,4,2,3,2,5,4,4,4,5,4,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,0
195,8,22,Competition,Goggles,Princess,Savannah,,19,5.314815097,2.9561,place,object,person,1,6.0196,1,1,0.4904,1,1,1.2924,4,1,2.0324,1,0,1.2685,1,1,2.3046,1,8,1,0.9868,5.953703986,2.8034,4,2,4,4,3,4,3,2,5,3,3,2,1,3,3,4,2,3,2,5,4,4,4,5,4,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,0
195,23,23,Eating,Hammock,Brad,Restaurant,11.3239,20,5.111111111,3.0414,person,object,place,0,8.3545,4,1,2.3517,3,1,4.4237,3,1,1.7367,1,0,1.5991,1,1,12.0851,2,15,1,1.3218,4.435185326,2.3255,4,2,4,4,3,4,3,2,5,3,3,2,1,3,3,4,2,3,2,5,4,4,4,5,4,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,0
195,6,24,Sightseeing,Ladder,Keanu,Beach,,22,5.472222222,2.8447,object,place,person,1,4.6383,2,1,2.5689,1,1,2.6066,3,1,3.421,2,0,3.055,1,1,2.3084,2,4,2,3.9056,4.773148431,2.5915,4,2,4,4,3,4,3,2,5,3,3,2,1,3,3,4,2,3,2,5,4,4,4,5,4,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,0
196,3,1,Music,Bike,Hugh,Lighthouse,16.928,14,3.685185326,1.9889,person,place,object,0,14.9725,3,1,5.1867,1,1,5.1202,1,1,3.9885,2,0,1.8343,1,1,1.859,2,14,3,2.3086,2.587963104,2.0911,3,4,4,3,4,4,4,5,3,3,2,2,2,3,4,5,2,1,5,4,4,4,4,4,4,3,4,5,4,5,4,5,5,5,4,3,3,4,4,5,5,5,0
196,10,2,Work,Easel,Sean,Aquarium,13.4417,18,3.134259542,1.555,object,place,person,0,18.9258,3,1,4.8695,4,0,2.1046,2,0,1.9685,2,1,1.2091,2,1,1.8722,1,17,2,1.6066,3.375,2.0593,3,4,4,3,4,4,4,5,3,3,2,2,2,3,4,5,2,1,5,4,4,4,4,4,4,3,4,5,4,5,4,5,5,5,4,3,3,4,4,5,5,5,0
196,2,3,Volunteer,Flowers,Jennifer,Waterfall,,11,5.907407549,1.6381,person,place,object,1,19.4396,1,1,1.9023,3,1,4.2402,4,1,6.803,2,1,1.641,1,1,1.1085,1,21,1,0.4838,5.907407549,1.9413,3,4,4,3,4,4,4,5,3,3,2,2,2,3,4,5,2,1,5,4,4,4,4,4,4,3,4,5,4,5,4,5,5,5,4,3,3,4,4,5,5,5,0
196,13,4,Errands,Stopwatch,Tom,Icerink,,6,5.925926208,2.6553,place,object,person,1,15.1997,3,1,14.8723,4,1,15.5214,1,1,2.0881,1,1,1.9176,1,0,4.1525,1,3,1,1.0883,2.171296438,3.8851,3,4,4,3,4,4,4,5,3,3,2,2,2,3,4,5,2,1,5,4,4,4,4,4,4,3,4,5,4,5,4,5,5,5,4,3,3,4,4,5,5,5,0
196,23,5,Eating,Hammock,Brad,Restaurant,,12,5.884259542,1.1214,person,object,place,1,5.7534,1,1,7.4196,3,1,1.9535,3,1,2.9917,1,1,3.453,2,1,2.9857,2,9,1,0.6081,5.884259542,1.7231,3,4,4,3,4,4,4,5,3,3,2,2,2,3,4,5,2,1,5,4,4,4,4,4,4,3,4,5,4,5,4,5,5,5,4,3,3,4,4,5,5,5,0
196,24,6,Family,Extinguisher,Anne,Basketball,,5,5.939815097,1.8436,person,place,object,1,36.9114,4,1,3.8369,2,1,2.7525,3,1,5.039,1,1,1.7018,1,1,2.6346,2,22,1,0.4337,5.986111111,2.5198,3,4,4,3,4,4,4,5,3,3,2,2,2,3,4,5,2,1,5,4,4,4,4,4,4,3,4,5,4,5,4,5,5,5,4,3,3,4,4,5,5,5,0
196,11,7,Games,Binoculars,Harrison,Lake,,4,4.875,3.8479,object,place,person,1,5.9688,3,1,4.4066,2,0,113.4839,1,0,2.2461,2,1,2.034,1,0,5.9936,1,24,2,1.0746,2.689815097,2.3755,3,4,4,3,4,4,4,5,3,3,2,2,2,3,4,5,2,1,5,4,4,4,4,4,4,3,4,5,4,5,4,5,5,5,4,3,3,4,4,5,5,5,0
196,5,8,Party,Satchel,Judi,Bowling,,13,1.458333333,2.1329,place,person,object,1,23.2292,3,0,20.9394,1,0,7.1027,2,1,6.7544,2,1,2.6026,1,1,1.1362,2,11,2,2.0056,1.449074215,2.6868,3,4,4,3,4,4,4,5,3,3,2,2,2,3,4,5,2,1,5,4,4,4,4,4,4,3,4,5,4,5,4,5,5,5,4,3,3,4,4,5,5,5,0
